strain	date	region	country	division	genotype	lineage
DENV3/THAILAND/2006/02784/06	2006-01-01	THAILAND	DENV3	02784	06
DENV3/THAILAND/2006/02812/06	2006-01-01	THAILAND	DENV3	02812	06
DENV3/THAILAND/2006/02814/06	2006-01-01	THAILAND	DENV3	02814	06
DENV3/THAILAND/1999/02864/99	1999-01-01	THAILAND	DENV3	02864	99
DENV3/THAILAND/1999/02902/99	1999-01-01	THAILAND	DENV3	02902	99
DENV3/THAILAND/1997/02906/97	1997-01-01	THAILAND	DENV3	02906	97
DENV3/THAILAND/2001/02916/01	2001-01-01	THAILAND	DENV3	02916	01
DENV3/THAILAND/1999/02972/99	1999-01-01	THAILAND	DENV3	02972	99
DENV3/THAILAND/1999/02983/99	1999-01-01	THAILAND	DENV3	02983	99
DENV3/THAILAND/1998/02993/98	1998-01-01	THAILAND	DENV3	02993	98
DENV3/THAILAND/1997/03058/97	1997-01-01	THAILAND	DENV3	03058	97
DENV3/THAILAND/1997/03080/97	1997-01-01	THAILAND	DENV3	03080	97
DENV3/THAILAND/2002/03135/02	2002-01-01	THAILAND	DENV3	03135	02
DENV3/THAILAND/2001/03240/01	2001-01-01	THAILAND	DENV3	03240	01
DENV3/THAILAND/2001/03291/01	2001-01-01	THAILAND	DENV3	03291	01
DENV3/THAILAND/1997/03353/97	1997-01-01	THAILAND	DENV3	03353	97
DENV3/THAILAND/1999/03417/99	1999-01-01	THAILAND	DENV3	03417	99
DENV3/THAILAND/1999/03565/99	1999-01-01	THAILAND	DENV3	03565	99
DENV3/THAILAND/1999/03567/99	1999-01-01	THAILAND	DENV3	03567	99
DENV3/THAILAND/2001/03640/01	2001-01-01	THAILAND	DENV3	03640	01
DENV3/THAILAND/1999/03749/99	1999-01-01	THAILAND	DENV3	03749	99
DENV3/THAILAND/1999/03767/99	1999-01-01	THAILAND	DENV3	03767	99
DENV3/THAILAND/1999/03818/99	1999-01-01	THAILAND	DENV3	03818	99
DENV3/THAILAND/2001/03879/01	2001-01-01	THAILAND	DENV3	03879	01
DENV3/THAILAND/2001/04045/01	2001-01-01	THAILAND	DENV3	04045	01
DENV3/THAILAND/1998/04187/98	1998-01-01	THAILAND	DENV3	04187	98
DENV3/THAILAND/2001/04236/01	2001-01-01	THAILAND	DENV3	04236	01
DENV3/THAILAND/1998/04298/98	1998-01-01	THAILAND	DENV3	04298	98
DENV3/THAILAND/1998/04331/98	1998-01-01	THAILAND	DENV3	04331	98
DENV3/THAILAND/1998/04378/98	1998-01-01	THAILAND	DENV3	04378	98
DENV3/THAILAND/2001/04502/01	2001-01-01	THAILAND	DENV3	04502	01
DENV3/THAILAND/1999/04514/99	1999-01-01	THAILAND	DENV3	04514	99
DENV3/THAILAND/2001/04526/01	2001-01-01	THAILAND	DENV3	04526	01
DENV3/THAILAND/2001/04540/01	2001-01-01	THAILAND	DENV3	04540	01
DENV3/THAILAND/1999/04557/99	1999-01-01	THAILAND	DENV3	04557	99
DENV3/THAILAND/2001/04635/01	2001-01-01	THAILAND	DENV3	04635	01
DENV3/THAILAND/2001/04680/01	2001-01-01	THAILAND	DENV3	04680	01
DENV3/THAILAND/1997/04710/97	1997-01-01	THAILAND	DENV3	04710	97
DENV3/THAILAND/1998/04763/98	1998-01-01	THAILAND	DENV3	04763	98
DENV3/THAILAND/2001/04945/01	2001-01-01	THAILAND	DENV3	04945	01
DENV3/THAILAND/1997/04945/97	1997-01-01	THAILAND	DENV3	04945	97
DENV3/THAILAND/1998/04946/98	1998-01-01	THAILAND	DENV3	04946	98
DENV3/THAILAND/1998/04996/98	1998-01-01	THAILAND	DENV3	04996	98
DENV3/THAILAND/1997/05100/97	1997-01-01	THAILAND	DENV3	05100	97
DENV3/THAILAND/2001/05308/01	2001-01-01	THAILAND	DENV3	05308	01
DENV3/THAILAND/1999/05364/99	1999-01-01	THAILAND	DENV3	05364	99
DENV3/THAILAND/1999/05379/99	1999-01-01	THAILAND	DENV3	05379	99
DENV3/THAILAND/2000/05420/00	2000-01-01	THAILAND	DENV3	05420	00
DENV3/THAILAND/2000/05421/00	2000-01-01	THAILAND	DENV3	05421	00
DENV3/THAILAND/2000/05443/00	2000-01-01	THAILAND	DENV3	05443	00
DENV3/THAILAND/2000/05456/00	2000-01-01	THAILAND	DENV3	05456	00
DENV3/THAILAND/1999/05480/99	1999-01-01	THAILAND	DENV3	05480	99
DENV3/THAILAND/2000/05499/00	2000-01-01	THAILAND	DENV3	05499	00
DENV3/THAILAND/2000/05571/00	2000-01-01	THAILAND	DENV3	05571	00
DENV3/THAILAND/1997/05578/97	1997-01-01	THAILAND	DENV3	05578	97
DENV3/THAILAND/2001/05611/01	2001-01-01	THAILAND	DENV3	05611	01
DENV3/THAILAND/2000/05632/00	2000-01-01	THAILAND	DENV3	05632	00
DENV3/THAILAND/1997/05718/97	1997-01-01	THAILAND	DENV3	05718	97
DENV3/THAILAND/1997/05746/97	1997-01-01	THAILAND	DENV3	05746	97
DENV3/THAILAND/2000/05772/00	2000-01-01	THAILAND	DENV3	05772	00
DENV3/THAILAND/2000/05815/00	2000-01-01	THAILAND	DENV3	05815	00
DENV3/THAILAND/2001/05838/01	2001-01-01	THAILAND	DENV3	05838	01
DENV3/THAILAND/2000/05884/00	2000-01-01	THAILAND	DENV3	05884	00
DENV3/THAILAND/1999/05951/99	1999-01-01	THAILAND	DENV3	05951	99
DENV3/THAILAND/1999/05956/99	1999-01-01	THAILAND	DENV3	05956	99
DENV3/THAILAND/2000/05969/00	2000-01-01	THAILAND	DENV3	05969	00
DENV3/THAILAND/1998/06012/98	1998-01-01	THAILAND	DENV3	06012	98
DENV3/THAILAND/2000/06028/00	2000-01-01	THAILAND	DENV3	06028	00
DENV3/THAILAND/1999/06047/99	1999-01-01	THAILAND	DENV3	06047	99
DENV3/THAILAND/1999/06060/99	1999-01-01	THAILAND	DENV3	06060	99
DENV3/THAILAND/1998/06068/98	1998-01-01	THAILAND	DENV3	06068	98
DENV3/THAILAND/1998/06070/98	1998-01-01	THAILAND	DENV3	06070	98
DENV3/THAILAND/2001/06117/01	2001-01-01	THAILAND	DENV3	06117	01
DENV3/THAILAND/2001/06123/01	2001-01-01	THAILAND	DENV3	06123	01
DENV3/THAILAND/2000/06135/00	2000-01-01	THAILAND	DENV3	06135	00
DENV3/THAILAND/2001/06198/01	2001-01-01	THAILAND	DENV3	06198	01
DENV3/THAILAND/1998/06343/98	1998-01-01	THAILAND	DENV3	06343	98
DENV3/THAILAND/1997/06406/97	1997-01-01	THAILAND	DENV3	06406	97
DENV3/THAILAND/2001/06419/01	2001-01-01	THAILAND	DENV3	06419	01
DENV3/THAILAND/2001/06503/01	2001-01-01	THAILAND	DENV3	06503	01
DENV3/THAILAND/1997/06541/97	1997-01-01	THAILAND	DENV3	06541	97
DENV3/THAILAND/2001/06757/01	2001-01-01	THAILAND	DENV3	06757	01
DENV3/THAILAND/1998/06912/98	1998-01-01	THAILAND	DENV3	06912	98
DENV3/THAILAND/1998/07042/98	1998-01-01	THAILAND	DENV3	07042	98
DENV3/THAILAND/1997/07176/97	1997-01-01	THAILAND	DENV3	07176	97
DENV3/THAILAND/1997/07180/97	1997-01-01	THAILAND	DENV3	07180	97
DENV3/THAILAND/1997/07225/97	1997-01-01	THAILAND	DENV3	07225	97
DENV3/THAILAND/1997/07234/97	1997-01-01	THAILAND	DENV3	07234	97
DENV3/THAILAND/1997/07597/97	1997-01-01	THAILAND	DENV3	07597	97
DENV3/THAILAND/1997/07887/97	1997-01-01	THAILAND	DENV3	07887	97
DENV3/THAILAND/1994/30017/94	1994-01-01	THAILAND	DENV3	30017	94
DENV3/THAILAND/1994/30055/94	1994-01-01	THAILAND	DENV3	30055	94
DENV3/THAILAND/1994/30060/94	1994-01-01	THAILAND	DENV3	30060	94
DENV3/THAILAND/1995/30071/95	1995-01-01	THAILAND	DENV3	30071	95
DENV3/THAILAND/1995/30110/95	1995-01-01	THAILAND	DENV3	30110	95
DENV3/THAILAND/1995/30125/95	1995-01-01	THAILAND	DENV3	30125	95
DENV3/THAILAND/1995/30175/95	1995-01-01	THAILAND	DENV3	30175	95
DENV3/THAILAND/1995/30195/95	1995-01-01	THAILAND	DENV3	30195	95
DENV3/THAILAND/1995/30246/95	1995-01-01	THAILAND	DENV3	30246	95
DENV3/THAILAND/1994/30301/94	1994-01-01	THAILAND	DENV3	30301	94
DENV3/THAILAND/1995/30317/95	1995-01-01	THAILAND	DENV3	30317	95
DENV3/THAILAND/1994/30334/94	1994-01-01	THAILAND	DENV3	30334	94
DENV3/THAILAND/1994/30362/94	1994-01-01	THAILAND	DENV3	30362	94
DENV3/THAILAND/1995/30457/95	1995-01-01	THAILAND	DENV3	30457	95
DENV3/THAILAND/1995/30460/95	1995-01-01	THAILAND	DENV3	30460	95
DENV3/THAILAND/1994/30520/94	1994-01-01	THAILAND	DENV3	30520	94
DENV3/THAILAND/1994/30551/94	1994-01-01	THAILAND	DENV3	30551	94
DENV3/THAILAND/1994/30590/94	1994-01-01	THAILAND	DENV3	30590	94
DENV3/THAILAND/1994/30621/94	1994-01-01	THAILAND	DENV3	30621	94
DENV3/THAILAND/1994/30677/94	1994-01-01	THAILAND	DENV3	30677	94
DENV3/MYANMAR/2008/80931	2008-01-01	MYANMAR	DENV3	80931	.
DENV3/FIJI/1992/29472-L11422-I	1992-01-01	FIJI	DENV3	29472-L11422-I	.
DENV3/NICARAGUA/2009/BID-V4753	2009-01-01	NICARAGUA	DENV3	BID-V4753	.
DENV3/PUERTORICO/2006/429965	2006-01-01	PUERTORICO	DENV3	429965	.
DENV3/PUERTO-RICO/1963/PRS-228762-AC27	1963-01-01	PUERTO-RICO	DENV3	PRS-228762-AC27	.
DENV3/INDONESIA/1978/SLEMAN-1280-AC25	1978-01-01	INDONESIA	DENV3	SLEMAN-1280-AC25	.
DENV3/VIETNAM/2006/BID-V1329	2006-01-01	VIETNAM	DENV3	BID-V1329	.
DENV3/VIETNAM/2007/BID-V1817	2007-01-01	VIETNAM	DENV3	BID-V1817	.
DENV3/CAMBODIA/2007/FJ639713	2007-01-01	CAMBODIA	DENV3	FJ639713	.
DENV3/CAMBODIA/2007/FJ639714	2007-01-01	CAMBODIA	DENV3	FJ639714	.
DENV3/CAMBODIA/2008/FJ639716	2008-01-01	CAMBODIA	DENV3	FJ639716	.
DENV3/CAMBODIA/2000/FJ639719	2000-01-01	CAMBODIA	DENV3	FJ639719	.
DENV3/CAMBODIA/2001/FJ639720	2001-01-01	CAMBODIA	DENV3	FJ639720	.
DENV3/CAMBODIA/2002/FJ639721	2002-01-01	CAMBODIA	DENV3	FJ639721	.
DENV3/CAMBODIA/2007/FJ639731	2007-01-01	CAMBODIA	DENV3	FJ639731	.
DENV3/CAMBODIA/2002/GQ868627	2002-01-01	CAMBODIA	DENV3	GQ868627	.
DENV3/CAMBODIA/2008/GU131905	2008-01-01	CAMBODIA	DENV3	GU131905	.
DENV3/CAMBODIA/2008/HM631854	2008-01-01	CAMBODIA	DENV3	HM631854	.
DENV3/CAMBODIA/2011/V0907330	2011-01-01	CAMBODIA	DENV3	V0907330	.
