yr,loc,sero,strainID,coord1,coord2,coord3,diff_AA,diff_yrs,is_missAG,idx_MapAGs
1995,BKK,1,00668/95,-3.277052777731588,-0.01003201081680004,1.186140168437643,12,0,2,4
1995,BKK,1,00769/95,-3.277052777731588,-0.01003201081680004,1.186140168437643,12,0,2,4
1995,BKK,1,00968/95,-3.288718085560758,0.4441176427170349,1.5013401944129796,1,0,2,6
1995,BKK,1,00975/95,-3.288718085560758,0.4441176427170349,1.5013401944129796,0,0,2,6
1995,BKK,1,00978/95,-3.288718085560758,0.4441176427170349,1.5013401944129796,6,0,2,6
1995,BKK,1,00995/95,-3.288718085560758,0.4441176427170349,1.5013401944129796,0,0,2,6
1995,BKK,1,01014/95,-5.296261365996861,-1.4435584238924273,0.5384617475376545,9,1,2,8
1995,BKK,1,01097/95,-3.288718085560758,0.4441176427170349,1.5013401944129796,0,0,2,6
1995,BKK,1,01199/95,-3.288718085560758,0.4441176427170349,1.5013401944129796,1,0,2,6
1995,BKK,1,01262/95,-3.288718085560758,0.4441176427170349,1.5013401944129796,5,0,2,6
1995,BKK,1,01277/95,-5.296261365996861,-1.4435584238924273,0.5384617475376545,10,1,2,8
1995,BKK,1,01283/95,-3.288718085560758,0.4441176427170349,1.5013401944129796,0,0,2,6
1995,BKK,1,01293/95,-3.262130098672235,-0.1745868184250063,1.3142223743779202,5,0,2,5
1995,BKK,1,01364/95,-4.267501131509736,-1.3341627666848603,-0.17622240229546393,7,1,2,3
1995,BKK,1,01423/95,-3.288718085560758,0.4441176427170349,1.5013401944129796,2,0,2,6
1995,BKK,1,01459/95,-3.288718085560758,0.4441176427170349,1.5013401944129796,7,0,2,6
1995,BKK,1,01608/95,-3.288718085560758,0.4441176427170349,1.5013401944129796,1,0,2,6
1995,BKK,1,01827/95,-3.288718085560758,0.4441176427170349,1.5013401944129796,5,0,2,6
1995,KPP,1,30103/95,-4.228704965835395,0.9138517735468272,1.6399066771204112,4,9,2,50
1995,KPP,1,30139/95,-4.375011820517242,-0.9526005834612711,1.0223579415959492,6,8,2,36
1995,KPP,1,30158/95,-4.366333758393097,-0.8280092357705107,-0.3976135110102452,4,2,2,12
1995,KPP,1,30166/95,-4.375011820517242,-0.9526005834612711,1.0223579415959492,5,8,2,36
1995,KPP,1,30177/95,-4.375011820517242,-0.9526005834612711,1.0223579415959492,5,8,2,36
1995,KPP,1,30179/95,-4.375011820517242,-0.9526005834612711,1.0223579415959492,5,8,2,36
1995,KPP,1,30211/95,-4.375011820517242,-0.9526005834612711,1.0223579415959492,6,8,2,36
1995,KPP,1,30254/95,-3.19585072600558,-1.3686554075703175,0.9463421038707376,2,9,2,-1
1995,KPP,1,30255/95,-3.19585072600558,-1.3686554075703175,0.9463421038707376,2,9,2,-1
1995,KPP,1,30289/95,-5.43205860569256,-1.009364351749892,0.6292581064918529,4,11,2,69
1995,KPP,1,30295/95,-4.375011820517242,-0.9526005834612711,1.0223579415959492,6,8,2,36
1995,KPP,1,30299/95,-5.296261365996861,-1.4435584238924273,0.5384617475376545,8,1,2,8
1995,KPP,1,30466/95,-3.288718085560758,0.4441176427170349,1.5013401944129796,8,0,2,6
1995,Thailand,1,JN638339,-5.296261365996861,-1.4435584238924273,0.5384617475376545,8,1,2,8
1995,Thailand,1,JN638344,-4.267501131509736,-1.3341627666848603,-0.17622240229546393,8,1,2,3
1996,BKK,1,00375/96,-3.288718085560758,0.4441176427170349,1.5013401944129796,3,1,2,6
1996,BKK,1,00942/96,-5.296261365996861,-1.4435584238924273,0.5384617475376545,-10,-10,0,8
1996,BKK,1,00970/96,-5.296261365996861,-1.4435584238924273,0.5384617475376545,7,0,2,8
1996,BKK,1,01023/96,-3.5501006202831973,0.6565787471738431,1.5977843911914342,2,1,2,-1
1996,BKK,1,01049/96,-3.277052777731588,-0.01003201081680004,1.186140168437643,7,1,2,4
1996,BKK,1,01055/96,-3.085292980498579,-0.4587153396654354,0.1993433330340743,4,1,2,10
1996,BKK,1,01095/96,-2.6562533581570698,0.3039724217537727,0.799128275796981,2,4,2,26
1996,BKK,1,01114/96,-3.288718085560758,0.4441176427170349,1.5013401944129796,7,1,2,6
1996,BKK,1,01134/96,-3.288718085560758,0.4441176427170349,1.5013401944129796,2,1,2,6
1996,BKK,1,01139/96,-3.288718085560758,0.4441176427170349,1.5013401944129796,3,1,2,6
1996,BKK,1,01231/96,-3.3458815593660787,-1.194835944519401,-0.1271673350273185,-10,-10,0,9
1996,BKK,1,01524/96,-3.288718085560758,0.4441176427170349,1.5013401944129796,8,1,2,6
1996,BKK,1,01763/96,-2.6562533581570698,0.3039724217537727,0.799128275796981,2,4,2,26
1996,BKK,1,01771/96,-3.288718085560758,0.4441176427170349,1.5013401944129796,4,1,2,6
1996,BKK,1,01789/96,-3.288718085560758,0.4441176427170349,1.5013401944129796,2,1,2,6
1996,BKK,1,01792/96,-5.296261365996861,-1.4435584238924273,0.5384617475376545,7,0,2,8
1996,BKK,1,01867/96,-3.288718085560758,0.4441176427170349,1.5013401944129796,3,1,2,6
1996,BKK,1,02174/96,-4.267501131509736,-1.3341627666848603,-0.17622240229546393,10,2,2,3
1996,BKK,1,02185/96,-3.3458815593660787,-1.194835944519401,-0.1271673350273185,2,0,2,9
1996,BKK,1,02208/96,-3.288718085560758,0.4441176427170349,1.5013401944129796,3,1,2,6
1996,BKK,1,02264/96,-4.396351253506005,-0.96244429267396,1.38234444800729,1,2,2,14
1996,BKK,1,02443/96,-2.6562533581570698,0.3039724217537727,0.799128275796981,2,4,2,26
1996,BKK,1,02452/96,-3.288718085560758,0.4441176427170349,1.5013401944129796,3,1,2,6
1996,KPP,1,30142/96,-3.288718085560758,0.4441176427170349,1.5013401944129796,3,1,2,6
1996,KPP,1,30146/96,-5.296261365996861,-1.4435584238924273,0.5384617475376545,3,0,2,8
1997,BKK,1,00012/97,-3.288718085560758,0.4441176427170349,1.5013401944129796,2,2,2,6
1997,BKK,1,00115/97,-3.4105736278606793,0.39876598819930126,1.1702260572502965,1,1,2,15
1997,BKK,1,00377/97,-3.3458815593660787,-1.194835944519401,-0.1271673350273185,4,1,2,9
1997,BKK,1,00382/97,-3.085292980498579,-0.4587153396654354,0.1993433330340743,-10,-10,0,10
1997,BKK,1,00926/97,-2.6562533581570698,0.3039724217537727,0.799128275796981,3,3,2,26
1997,BKK,1,00927/97,-3.288718085560758,0.4441176427170349,1.5013401944129796,6,2,2,6
1997,BKK,1,01057/97,-3.288718085560758,0.4441176427170349,1.5013401944129796,0,2,2,6
1997,BKK,1,01403/97,-3.288718085560758,0.4441176427170349,1.5013401944129796,7,2,2,6
1997,BKK,1,02080/97,-4.365836745166603,-0.14952181933602676,0.3759864331468912,-10,-10,0,11
1997,BKK,1,02090/97,-3.288718085560758,0.4441176427170349,1.5013401944129796,3,2,2,6
1997,BKK,1,02588/97,-4.366333758393097,-0.8280092357705107,-0.3976135110102452,-10,-10,0,12
1997,BKK,1,02701/97,-3.288718085560758,0.4441176427170349,1.5013401944129796,4,2,2,6
1997,BKK,1,03152/97,-3.288718085560758,0.4441176427170349,1.5013401944129796,4,2,2,6
1997,BKK,1,03398/97,-4.365836745166603,-0.14952181933602676,0.3759864331468912,7,0,2,11
1997,BKK,1,03401/97,-3.288718085560758,0.4441176427170349,1.5013401944129796,4,2,2,6
1997,BKK,1,03948/97,-3.288718085560758,0.4441176427170349,1.5013401944129796,8,2,2,6
1997,BKK,1,04772/97,-3.373787560311952,-0.3354375609007188,-0.12999825567064094,-10,-10,0,13
1997,BKK,1,05014/97,-3.288718085560758,0.4441176427170349,1.5013401944129796,5,2,2,6
1997,BKK,1,05035/97,-3.288718085560758,0.4441176427170349,1.5013401944129796,4,2,2,6
1997,BKK,1,05131/97,-2.6562533581570698,0.3039724217537727,0.799128275796981,6,3,2,26
1997,BKK,1,05802/97,-3.3458815593660787,-1.194835944519401,-0.1271673350273185,3,1,2,9
1997,BKK,1,05865/97,-3.3458815593660787,-1.194835944519401,-0.1271673350273185,4,1,2,9
1997,BKK,1,07423/97,-3.3458815593660787,-1.194835944519401,-0.1271673350273185,5,1,2,9
1997,BKK,1,07794/97,-3.373787560311952,-0.3354375609007188,-0.12999825567064094,6,0,2,13
1997,KPP,1,30191/97,-3.3458815593660787,-1.194835944519401,-0.1271673350273185,5,1,2,9
1997,KPP,1,30217/97,-4.722886456132759,-0.5956139963848378,0.5403492486434334,4,9,2,56
1997,KPP,1,30244/97,-3.19585072600558,-1.3686554075703175,0.9463421038707376,1,7,2,-1
1997,KPP,1,30283/97,-5.296261365996861,-1.4435584238924273,0.5384617475376545,2,1,2,8
1997,KPP,1,30412/97,-2.818795979536483,-1.2552243448914815,0.9643423866450944,6,4,2,27
1997,KPP,1,30504/97,-3.19585072600558,-1.3686554075703175,0.9463421038707376,5,7,2,-1
1997,KPP,1,30529/97,-5.021291718294877,-0.10018755380533843,0.8234489729784051,3,14,2,92
1997,KPP,1,30713/97,-3.3458815593660787,-1.194835944519401,-0.1271673350273185,1,1,2,9
1997,KPP,1,30872/97,-4.375011820517242,-0.9526005834612711,1.0223579415959492,5,6,2,36
1997,KPP,1,30913/97,-5.296261365996861,-1.4435584238924273,0.5384617475376545,2,1,2,8
1997,KPP,1,31109/97,-5.296261365996861,-1.4435584238924273,0.5384617475376545,3,1,2,8
1997,Thailand,1,JN638340,-5.296261365996861,-1.4435584238924273,0.5384617475376545,2,1,2,8
1998,BKK,1,00141/98,-4.396351253506005,-0.96244429267396,1.38234444800729,-10,-10,0,14
1998,BKK,1,00233/98,-3.3458815593660787,-1.194835944519401,-0.1271673350273185,5,2,2,9
1998,BKK,1,00422/98,-3.4105736278606793,0.39876598819930126,1.1702260572502965,-10,-10,0,15
1998,BKK,1,00428/98,-3.288718085560758,0.4441176427170349,1.5013401944129796,7,3,2,6
1998,BKK,1,00442/98,-3.373787560311952,-0.3354375609007188,-0.12999825567064094,4,1,2,13
1998,BKK,1,00473/98,-3.4105736278606793,0.39876598819930126,1.1702260572502965,1,0,2,15
1998,BKK,1,00592/98,-3.5501006202831973,0.6565787471738431,1.5977843911914342,2,3,2,-1
1998,BKK,1,00669/98,-4.366333758393097,-0.8280092357705107,-0.3976135110102452,2,1,2,12
1998,BKK,1,00739/98,-3.288718085560758,0.4441176427170349,1.5013401944129796,6,3,2,6
1998,BKK,1,01173/98,-2.6562533581570698,0.3039724217537727,0.799128275796981,2,2,2,26
1998,BKK,1,01315/98,-3.3458815593660787,-1.194835944519401,-0.1271673350273185,4,2,2,9
1998,BKK,1,01579/98,-3.262130098672235,-0.1745868184250063,1.3142223743779202,7,3,2,5
1998,BKK,1,01582/98,-2.6562533581570698,0.3039724217537727,0.799128275796981,2,2,2,26
1998,BKK,1,01610/98,-3.5501006202831973,0.6565787471738431,1.5977843911914342,4,3,2,-1
1998,BKK,1,01723/98,-3.288718085560758,0.4441176427170349,1.5013401944129796,2,3,2,6
1998,BKK,1,01932/98,-2.6562533581570698,0.3039724217537727,0.799128275796981,7,2,2,26
1998,BKK,1,02128/98,-2.1202688689257414,0.41615575123215937,0.674564597670814,-10,-10,0,16
1998,BKK,1,02355/98,-3.580256418643848,0.6913389948536991,1.239651761732417,6,2,2,25
1998,BKK,1,02640/98,-3.456333209433778,-0.8129201605962009,0.27661601253399293,3,2,2,-1
1998,BKK,1,02932/98,-4.365836745166603,-0.14952181933602676,0.3759864331468912,4,1,2,11
1998,BKK,1,02988/98,-4.366333758393097,-0.8280092357705107,-0.3976135110102452,2,1,2,12
1998,BKK,1,04294/98,-3.288718085560758,0.4441176427170349,1.5013401944129796,8,3,2,6
1998,BKK,1,04404/98,-3.288718085560758,0.4441176427170349,1.5013401944129796,5,3,2,6
1998,BKK,1,04922/98,-3.4105736278606793,0.39876598819930126,1.1702260572502965,4,0,2,15
1998,BKK,1,04979/98,-3.607400217210399,-0.48353226980590064,0.9563957697845846,1,2,2,23
1998,BKK,1,04985/98,-2.6562533581570698,0.3039724217537727,0.799128275796981,5,2,2,26
1998,BKK,1,05917/98,-3.288718085560758,0.4441176427170349,1.5013401944129796,4,3,2,6
1998,BKK,1,06169/98,-3.5501006202831973,0.6565787471738431,1.5977843911914342,3,3,2,-1
1998,BKK,1,06329/98,-3.288718085560758,0.4441176427170349,1.5013401944129796,5,3,2,6
1998,BKK,1,06491/98,-3.3458815593660787,-1.194835944519401,-0.1271673350273185,5,2,2,9
1998,BKK,1,06566/98,-3.4105736278606793,0.39876598819930126,1.1702260572502965,3,0,2,15
1998,BKK,1,06705/98,-3.288718085560758,0.4441176427170349,1.5013401944129796,3,3,2,6
1998,BKK,1,06761/98,-3.288718085560758,0.4441176427170349,1.5013401944129796,10,3,2,6
1998,BKK,1,06810/98,-5.308456467788452,-1.2457534060951732,0.6444741067038235,-10,-10,0,17
1998,BKK,1,06870/98,-1.5878836152891926,0.6231322298266667,0.01705458277951043,-10,-10,0,18
1998,KPP,1,30051/98,-3.262130098672235,-0.1745868184250063,1.3142223743779202,5,3,2,5
1998,KPP,1,30130/98,-3.19585072600558,-1.3686554075703175,0.9463421038707376,5,6,2,-1
1998,KPP,1,30146/98,-5.296261365996861,-1.4435584238924273,0.5384617475376545,4,2,2,8
1998,KPP,1,30153/98,-5.296261365996861,-1.4435584238924273,0.5384617475376545,2,2,2,8
1998,KPP,1,30189/98,-3.4105736278606793,0.39876598819930126,1.1702260572502965,4,0,2,15
1998,KPP,1,30199/98,-3.288718085560758,0.4441176427170349,1.5013401944129796,2,3,2,6
1998,KPP,1,30236/98,-3.19585072600558,-1.3686554075703175,0.9463421038707376,2,6,2,-1
1998,KPP,1,30237/98,-4.375011820517242,-0.9526005834612711,1.0223579415959492,4,5,2,36
1998,KPP,1,30261/98,-3.288718085560758,0.4441176427170349,1.5013401944129796,4,3,2,6
1998,KPP,1,30262/98,-3.288718085560758,0.4441176427170349,1.5013401944129796,1,3,2,6
1998,KPP,1,30343/98,-5.079966313666699,0.13193747575788328,1.3601400868336075,0,5,2,39
1998,KPP,1,30369/98,-5.079966313666699,0.13193747575788328,1.3601400868336075,1,5,2,39
1998,KPP,1,30702/98,-3.19585072600558,-1.3686554075703175,0.9463421038707376,2,6,2,-1
1998,KPP,1,30850/98,-3.19585072600558,-1.3686554075703175,0.9463421038707376,1,6,2,-1
1999,BKK,1,00262/99,-3.5501006202831973,0.6565787471738431,1.5977843911914342,4,4,2,-1
1999,BKK,1,00365/99,-3.5501006202831973,0.6565787471738431,1.5977843911914342,6,4,2,-1
1999,BKK,1,00380/99,-3.672168190260717,-0.8302796233458452,0.27751917828567846,-10,-10,0,19
1999,BKK,1,00413/99,-3.5667848595014777,-0.43100437667300073,0.6803993600953043,3,1,2,24
1999,BKK,1,00594/99,-3.288718085560758,0.4441176427170349,1.5013401944129796,7,4,2,6
1999,BKK,1,00684/99,-3.288718085560758,0.4441176427170349,1.5013401944129796,5,4,2,6
1999,BKK,1,00692/99,-3.462306166263519,-0.489877967753499,-0.33269078878423164,-10,-10,0,20
1999,BKK,1,02859/99,-3.5501006202831973,0.6565787471738431,1.5977843911914342,4,4,2,-1
1999,BKK,1,03410/99,-3.3458815593660787,-1.194835944519401,-0.1271673350273185,7,3,2,9
1999,BKK,1,03427/99,-3.288718085560758,0.4441176427170349,1.5013401944129796,7,4,2,6
1999,BKK,1,03440/99,-3.3458815593660787,-1.194835944519401,-0.1271673350273185,5,3,2,9
1999,BKK,1,03450/99,-3.607400217210399,-0.48353226980590064,0.9563957697845846,1,1,2,23
1999,BKK,1,03646/99,-4.060055851411031,0.4816983233685232,1.5185696230721586,5,4,2,-1
1999,BKK,1,03704/99,-3.5501006202831973,0.6565787471738431,1.5977843911914342,5,4,2,-1
1999,BKK,1,03739/99,-5.279562965113974,-1.4884125079786668,0.5610505142462617,-10,-10,0,21
1999,BKK,1,03805/99,-3.3458815593660787,-1.194835944519401,-0.1271673350273185,6,3,2,9
1999,BKK,1,04347/99,-3.288718085560758,0.4441176427170349,1.5013401944129796,6,4,2,6
1999,BKK,1,04348/99,-3.288718085560758,0.4441176427170349,1.5013401944129796,1,4,2,6
1999,BKK,1,04350/99,-3.288718085560758,0.4441176427170349,1.5013401944129796,4,4,2,6
1999,BKK,1,04438/99,-3.3458815593660787,-1.194835944519401,-0.1271673350273185,6,3,2,9
1999,BKK,1,05390/99,-3.5501006202831973,0.6565787471738431,1.5977843911914342,7,4,2,-1
1999,BKK,1,05946/99,-3.288718085560758,0.4441176427170349,1.5013401944129796,5,4,2,6
1999,KPP,1,30128/99,-4.375011820517242,-0.9526005834612711,1.0223579415959492,1.9999999999999998,4,2,36
1999,KPP,1,30130/99,-4.375011820517242,-0.9526005834612711,1.0223579415959492,3,4,2,36
1999,KPP,1,30180/99,-3.19585072600558,-1.3686554075703175,0.9463421038707376,2,5,2,-1
1999,KPP,1,30251/99,-4.800267080921467,-0.7957417233542167,0.6862842537207773,19,5,2,1
1999,KPP,1,30289/99,-2.818795979536483,-1.2552243448914815,0.9643423866450944,4,2,2,27
1999,KPP,1,30368/99,-4.800267080921467,-0.7957417233542167,0.6862842537207773,19,5,2,1
1999,KPP,1,30408/99,-3.5501006202831973,0.6565787471738431,1.5977843911914342,13,4,2,-1
1999,KPP,1,30488/99,-3.262130098672235,-0.1745868184250063,1.3142223743779202,10,4,2,5
1999,KPP,1,30587/99,-3.3458815593660787,-1.194835944519401,-0.1271673350273185,7,3,2,9
1999,KPP,1,30841/99,-3.19585072600558,-1.3686554075703175,0.9463421038707376,2,5,2,-1
1999,KPP,1,30851/99,-4.375011820517242,-0.9526005834612711,1.0223579415959492,1.9999999999999998,4,2,36
1999,L9,1,L99-151,-3.3458815593660787,-1.194835944519401,-0.1271673350273185,5,3,2,9
2000,BKK,1,00163/00,-3.5501006202831973,0.6565787471738431,1.5977843911914342,3,5,2,-1
2000,BKK,1,01236/00,-3.1401227158551923,0.7274066242313326,1.539528116205949,-10,-10,0,22
2000,BKK,1,01239/00,-2.6562533581570698,0.3039724217537727,0.799128275796981,1,0,2,26
2000,BKK,1,01264/00,-3.5501006202831973,0.6565787471738431,1.5977843911914342,5,5,2,-1
2000,BKK,1,01349/00,-3.607400217210399,-0.48353226980590064,0.9563957697845846,-10,-10,0,23
2000,BKK,1,01397/00,-3.4105736278606793,0.39876598819930126,1.1702260572502965,10,2,2,15
2000,BKK,1,01476/00,-3.580256418643848,0.6913389948536991,1.239651761732417,0,0,2,25
2000,BKK,1,01483/00,-3.3458815593660787,-1.194835944519401,-0.1271673350273185,4,4,2,9
2000,BKK,1,01492/00,-3.288718085560758,0.4441176427170349,1.5013401944129796,4,5,2,6
2000,BKK,1,01606/00,-2.818795979536483,-1.2552243448914815,0.9643423866450944,5,1,2,27
2000,BKK,1,01624/00,-3.3458815593660787,-1.194835944519401,-0.1271673350273185,7,4,2,9
2000,BKK,1,01639/00,-3.288718085560758,0.4441176427170349,1.5013401944129796,7,5,2,6
2000,BKK,1,01661/00,-5.079966313666699,0.13193747575788328,1.3601400868336075,5,3,2,39
2000,BKK,1,01798/00,-3.580256418643848,0.6913389948536991,1.239651761732417,1,0,2,25
2000,BKK,1,01909/00,-2.6562533581570698,0.3039724217537727,0.799128275796981,6,0,2,26
2000,BKK,1,02059/00,-3.5667848595014777,-0.43100437667300073,0.6803993600953043,-10,-10,0,24
2000,BKK,1,02089/00,-4.136941231599689,-1.053557830830832,1.0670561610369311,1,2,2,34
2000,BKK,1,02094/00,-3.288718085560758,0.4441176427170349,1.5013401944129796,5,5,2,6
2000,BKK,1,04850/00,-3.580256418643848,0.6913389948536991,1.239651761732417,0,0,2,25
2000,BKK,1,04866/00,-4.365836745166603,-0.14952181933602676,0.3759864331468912,6,3,2,11
2000,BKK,1,05411/00,-5.079966313666699,0.13193747575788328,1.3601400868336075,8,3,2,39
2000,BKK,1,05522/00,-4.365836745166603,-0.14952181933602676,0.3759864331468912,6,3,2,11
2000,BKK,1,05574/00,-4.365836745166603,-0.14952181933602676,0.3759864331468912,6,3,2,11
2000,BKK,1,05580/00,-3.580256418643848,0.6913389948536991,1.239651761732417,-10,-10,0,25
2000,BKK,1,05603/00,-2.818795979536483,-1.2552243448914815,0.9643423866450944,5,1,2,27
2000,BKK,1,05605/00,-3.19585072600558,-1.3686554075703175,0.9463421038707376,1,4,2,-1
2000,BKK,1,05722/00,-3.3458815593660787,-1.194835944519401,-0.1271673350273185,4,4,2,9
2000,BKK,1,05725/00,-3.5501006202831973,0.6565787471738431,1.5977843911914342,6,5,2,-1
2000,BKK,1,05829/00,-5.079966313666699,0.13193747575788328,1.3601400868336075,7,3,2,39
2000,BKK,1,05866/00,-3.19585072600558,-1.3686554075703175,0.9463421038707376,6,4,2,-1
2000,BKK,1,05886/00,-4.136941231599689,-1.053557830830832,1.0670561610369311,2,2,2,34
2000,BKK,1,05899/00,-2.6562533581570698,0.3039724217537727,0.799128275796981,-10,-10,0,26
2000,BKK,1,06012/00,-4.365836745166603,-0.14952181933602676,0.3759864331468912,8,3,2,11
2000,BKK,1,06069/00,-4.365836745166603,-0.14952181933602676,0.3759864331468912,9,3,2,11
2000,BKK,1,06103/00,-4.365836745166603,-0.14952181933602676,0.3759864331468912,6,3,2,11
2000,BKK,1,06113/00,-2.6562533581570698,0.3039724217537727,0.799128275796981,7,0,2,26
2000,KPP,1,30107/00,-3.462306166263519,-0.489877967753499,-0.33269078878423164,1,1,2,20
2000,KPP,1,30157/00,-5.43205860569256,-1.009364351749892,0.6292581064918529,8,6,2,69
2000,KPP,1,30204/00,-3.3458815593660787,-1.194835944519401,-0.1271673350273185,7,4,2,9
2000,KPP,1,30205/00,-3.3458815593660787,-1.194835944519401,-0.1271673350273185,7,4,2,9
2000,KPP,1,30264/00,-3.5501006202831973,0.6565787471738431,1.5977843911914342,6,5,2,-1
2000,KPP,1,30291/00,-2.6562533581570698,0.3039724217537727,0.799128275796981,3,0,2,26
2000,KPP,1,30301/00,-2.6562533581570698,0.3039724217537727,0.799128275796981,3,0,2,26
2000,KPP,1,30348/00,-3.5501006202831973,0.6565787471738431,1.5977843911914342,5,5,2,-1
2000,KPP,1,30351/00,-3.5501006202831973,0.6565787471738431,1.5977843911914342,5,5,2,-1
2000,KPP,1,30375/00,-2.6562533581570698,0.3039724217537727,0.799128275796981,5,0,2,26
2000,KPP,1,30423/00,-3.5501006202831973,0.6565787471738431,1.5977843911914342,5,5,2,-1
2000,KPP,1,30529/00,-2.6562533581570698,0.3039724217537727,0.799128275796981,3,0,2,26
